,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,theta,seed,q
506,1.0,0,1,1,1,1,1.0,1,1,1,0,1,1,1,1,1,1.0,1,1,1,2,2.0,1,1,2.0,0,0,1,2.0,2,1,1,1,0,1,1.0,1,1,1,1,1,1,1,1,1.0,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1.0,0,2,1,1,1.0,1.0,0,2,1,2.0,1,0.0,1,0.06,6,-1
507,1.0,2,2,1,1,2,1.0,1,1,1,2,1,1,1,0,1,1.0,1,1,1,1,1.0,1,0,1.0,0,1,1,2.0,1,1,1,1,1,2,1.0,1,1,1,2,2,1,0,1,1.0,1,1,0,2,1,2,1,1,2,1,1,2,0,2,2,2,1.0,1,1,1,1,2.0,0.0,0,1,1,1.0,0,2.0,1,0.06,7,-1
508,1.0,1,1,1,1,0,1.0,2,0,1,1,2,1,0,1,1,2.0,2,1,1,1,2.0,2,1,2.0,1,1,0,2.0,2,1,1,1,1,1,1.0,2,2,1,1,2,1,1,2,1.0,2,1,1,0,0,2,2,1,1,1,1,2,1,1,1,0,1.0,2,0,1,1,2.0,0.0,1,2,2,1.0,1,1.0,0,0.06,8,-1
509,0.0,1,1,1,2,2,2.0,2,1,2,1,2,1,2,2,2,2.0,1,1,2,1,2.0,0,2,2.0,1,1,2,2.0,1,2,1,2,0,1,2.0,1,1,2,1,0,2,2,2,2.0,2,2,1,1,2,1,1,0,1,0,1,0,1,1,0,1,2.0,2,2,2,0,1.0,2.0,1,1,1,1.0,1,2.0,2,0.06,9,-1
510,0.0,1,2,1,2,2,2.0,1,0,0,1,2,1,1,2,0,2.0,1,1,1,1,2.0,2,1,1.0,2,1,2,0.0,0,1,2,2,2,1,2.0,0,1,2,2,0,2,1,2,2.0,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2.0,2,1,0,1,1.0,2.0,1,2,1,2.0,1,0.0,2,0.06,10,-1
511,1.0,2,2,1,2,1,1.0,1,2,2,2,1,2,0,1,2,2.0,2,1,2,1,1.0,1,1,0.0,0,2,1,1.0,2,1,1,0,0,2,1.0,2,1,1,1,2,1,2,2,2.0,0,2,2,0,2,1,2,2,2,2,0,1,1,2,2,2,2.0,2,0,1,2,1.0,1.0,1,2,2,0.0,1,3.0,2,0.06,11,-1
512,1.0,1,0,0,1,0,0.0,2,2,1,1,2,1,2,2,2,1.0,2,1,1,1,1.0,0,1,2.0,1,1,0,2.0,1,1,1,1,1,2,2.0,2,1,1,1,2,1,1,1,1.0,2,1,1,0,0,1,1,0,1,1,1,1,2,1,1,2,2.0,1,2,1,1,2.0,0.0,1,1,2,1.0,2,2.0,2,0.06,12,-1
513,1.0,1,1,1,1,1,1.0,1,1,1,2,1,1,1,1,1,0.0,1,1,1,2,1.0,2,1,2.0,0,0,2,2.0,1,1,1,1,2,1,1.0,1,2,1,1,1,1,1,2,1.0,2,0,1,0,1,1,2,1,1,0,1,1,2,0,1,2,2.0,2,2,1,1,0.0,1.0,2,1,1,2.0,1,2.0,0,0.06,13,-1
514,1.0,1,1,1,0,1,1.0,1,1,1,0,1,0,1,1,1,1.0,1,1,1,1,1.0,0,1,1.0,0,0,1,0.0,2,1,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1,1,1,1,1.0,1.0,1,1,2,0.0,1,2.0,1,0.06,14,-1
515,0.0,1,1,1,1,0,1.0,1,1,1,1,2,0,1,1,1,1.0,0,1,1,1,1.0,1,1,1.0,1,1,0,0.0,1,1,0,1,1,1,1.0,1,1,1,1,2,1,1,1,2.0,2,1,0,1,1,2,1,1,2,1,1,2,1,1,2,1,2.0,1,1,2,1,2.0,2.0,1,1,2,0.0,0,2.0,2,0.06,15,-1
516,2.0,1,1,1,0,2,1.0,1,1,1,2,1,1,2,1,2,0.0,1,2,2,1,1.0,1,1,1.0,1,1,1,1.0,2,0,0,1,1,1,1.0,2,1,1,2,1,0,1,2,1.0,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,1,2.0,1,2,2,0,1.0,1.0,0,0,1,1.0,1,2.0,1,0.06,16,-1
517,1.0,2,1,1,2,2,0.0,1,2,2,1,2,1,2,1,0,1.0,1,2,2,1,1.0,0,2,1.0,1,2,2,1.0,2,2,0,2,1,2,2.0,2,1,2,0,2,1,2,2,0.0,0,2,2,2,2,1,1,2,1,2,2,1,0,2,1,1,1.0,2,1,2,2,1.0,2.0,0,2,1,2.0,2,,1,0.06,17,-1
518,1.0,1,2,1,1,2,1.0,1,0,1,2,1,1,2,1,1,1.0,0,1,0,1,1.0,2,1,0.0,2,1,2,1.0,1,1,1,1,2,1,1.0,1,2,1,1,2,1,0,1,1.0,2,0,1,2,0,1,1,1,2,1,1,1,1,1,1,2,2.0,0,1,1,1,0.0,1.0,2,0,1,1.0,1,1.0,1,0.06,18,-1
519,2.0,1,1,1,1,0,1.0,2,1,2,1,2,1,2,2,2,1.0,2,2,0,1,2.0,0,2,1.0,1,1,2,1.0,1,1,0,1,1,0,2.0,2,2,2,1,0,1,2,1,1.0,2,1,2,1,2,1,1,0,1,1,1,0,2,1,1,2,2.0,2,2,1,1,0.0,1.0,1,1,1,1.0,1,1.0,0,0.06,19,-1
520,2.0,2,2,1,2,2,2.0,1,1,0,1,1,1,1,1,0,0.0,2,2,1,0,2.0,0,1,1.0,2,0,2,0.0,1,1,1,2,1,0,1.0,1,1,1,2,0,1,1,2,1.0,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2.0,2,2,1,1,2.0,1.0,1,2,1,0.0,1,1.0,2,0.06,20,-1
521,2.0,1,2,2,0,2,1.0,2,1,2,1,1,2,2,2,2,2.0,2,2,1,2,1.0,2,1,2.0,1,2,1,2.0,2,1,1,1,1,1,0.0,2,2,1,1,2,1,1,1,0.0,2,1,1,0,2,2,2,1,1,2,1,0,2,2,1,0,1.0,1,0,1,2,1.0,1.0,1,1,1,1.0,0,0.0,0,0.06,21,-1
522,1.0,1,1,1,0,2,1.0,1,0,1,1,1,1,1,0,1,1.0,1,0,1,1,1.0,1,1,1.0,1,1,1,1.0,2,1,1,1,1,0,1.0,1,1,1,0,2,0,1,2,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,1,1,0,1,1.0,1.0,1,2,2,2.0,1,1.0,1,0.06,22,-1
523,1.0,1,1,1,1,2,0.0,1,1,1,1,1,0,1,1,1,1.0,1,1,1,1,1.0,1,1,1.0,0,1,1,1.0,1,1,0,1,1,1,1.0,1,1,1,0,0,1,2,2,2.0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2.0,1,1,1,1,2.0,2.0,1,1,2,2.0,1,0.0,1,0.06,23,-1
524,1.0,0,1,0,0,1,1.0,1,1,1,1,0,1,2,2,0,2.0,0,2,1,1,2.0,1,1,1.0,1,1,1,1.0,1,1,1,1,1,0,1.0,2,1,1,1,2,1,2,1,1.0,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2.0,1,2,0,1,1.0,1.0,2,1,1,1.0,2,0.0,1,0.06,24,-1
525,2.0,1,1,1,0,2,1.0,1,0,1,1,1,1,1,2,0,2.0,2,1,1,2,2.0,2,0,1.0,1,1,1,0.0,2,1,1,1,1,1,1.0,1,2,1,1,1,2,1,2,0.0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0,1,1,2,1.0,1.0,2,1,2,1.0,1,1.0,1,0.06,25,-1
526,1.0,2,1,1,1,1,0.0,1,2,2,2,1,1,2,1,1,2.0,0,2,1,1,1.0,1,1,1.0,2,2,2,2.0,2,1,1,0,1,1,2.0,1,1,2,1,2,1,1,2,1.0,0,1,1,0,2,1,1,1,0,1,0,1,2,2,1,2,2.0,0,1,1,0,1.0,1.0,0,2,1,1.0,1,2.0,2,0.06,26,-1
527,1.0,1,0,1,1,1,1.0,2,2,2,1,1,2,0,2,2,1.0,2,2,0,1,1.0,2,1,0.0,0,1,1,1.0,1,1,0,1,1,2,1.0,2,0,1,1,2,2,2,1,2.0,1,2,1,2,2,1,1,2,1,1,1,0,2,1,1,2,,2,1,2,2,1.0,2.0,1,2,2,1.0,0,1.0,1,0.06,27,-1
528,1.0,0,1,0,1,0,1.0,1,1,1,1,1,0,2,1,1,2.0,1,2,1,1,2.0,0,0,1.0,1,1,1,2.0,1,1,1,0,1,1,1.0,1,1,1,1,2,1,1,1,2.0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,1.0,1,2.0,1,0.06,28,-1
529,2.0,1,0,1,2,1,2.0,1,1,2,1,2,1,2,2,1,2.0,2,2,2,0,2.0,2,0,0.0,2,2,0,1.0,1,1,2,1,1,0,1.0,0,2,1,1,0,2,1,1,2.0,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1.0,2,1,0,2,1.0,2.0,1,0,2,2.0,2,1.0,2,0.06,29,-1
530,1.0,1,0,1,1,1,1.0,1,1,1,1,2,0,1,1,1,2.0,0,1,1,1,1.0,1,0,1.0,2,1,1,2.0,2,1,2,1,1,1,1.0,1,0,1,1,2,1,1,1,2.0,0,0,1,2,1,2,1,1,0,1,1,2,1,1,1,2,2.0,1,1,1,1,2.0,2.0,1,1,1,2.0,1,2.0,2,0.06,30,-1
531,1.0,2,1,1,1,2,0.0,1,1,1,2,1,1,1,1,1,0.0,1,0,2,2,1.0,2,0,1.0,0,1,1,0.0,1,1,1,1,1,1,1.0,1,1,1,2,1,1,0,2,2.0,2,0,1,2,1,2,2,2,1,1,2,2,2,0,2,2,2.0,1,1,1,1,2.0,2.0,2,1,1,2.0,1,2.0,1,0.06,31,-1
532,2.0,1,1,0,0,0,1.0,1,1,0,1,0,1,1,2,1,1.0,1,1,0,1,1.0,1,1,2.0,1,1,1,2.0,1,1,1,1,1,1,1.0,1,1,1,1,2,1,1,0,1.0,2,1,1,1,1,1,1,1,1,0,1,2,2,1,1,2,2.0,0,1,1,1,1.0,1.0,2,1,1,0.0,1,1.0,1,0.06,32,-1
533,2.0,1,2,2,2,2,1.0,0,1,1,2,1,1,1,0,1,2.0,2,0,1,0,1.0,1,1,2.0,2,1,1,1.0,1,1,2,1,1,1,1.0,2,1,2,2,2,1,0,2,1.0,1,1,1,2,1,1,2,1,1,1,1,1,0,2,2,1,0.0,1,1,1,1,0.0,0.0,2,1,1,2.0,1,0.0,1,0.06,33,-1
534,2.0,2,2,1,2,2,2.0,2,1,2,2,0,2,2,2,2,2.0,2,0,2,0,1.0,1,1,1.0,1,2,1,1.0,0,2,2,2,0,2,0.0,2,1,2,2,1,2,1,2,2.0,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2.0,2,1,2,2,2.0,2.0,0,0,1,2.0,2,2.0,2,0.06,34,-1
535,2.0,1,2,2,3,2,3.0,2,1,3,1,0,2,3,2,0,2.0,2,1,1,2,3.0,2,2,2.0,2,2,2,2.0,2,2,2,1,0,1,3.0,2,1,3,2,2,2,2,1,2.0,2,2,2,2,3,2,2,2,1,2,0,0,1,2,2,1,2.0,2,0,0,2,1.0,2.0,2,2,2,1.0,0,0.0,2,0.06,35,-1
536,2.0,1,1,1,2,0,0.0,1,2,0,1,2,1,2,2,2,2.0,2,1,2,1,1.0,2,1,2.0,1,1,1,1.0,1,0,2,1,0,2,2.0,1,0,2,2,0,2,1,2,0.0,1,1,2,1,1,1,2,2,2,2,0,1,1,1,1,1,1.0,1,2,0,1,1.0,2.0,1,2,1,1.0,2,3.0,1,0.06,36,-1
537,2.0,1,1,0,1,1,2.0,1,0,1,1,1,1,2,2,0,2.0,2,1,1,1,1.0,0,1,1.0,1,1,1,1.0,1,1,1,1,1,1,0.0,1,1,2,1,2,1,0,1,1.0,2,1,1,2,1,2,1,1,0,1,1,2,2,1,1,2,2.0,0,0,1,1,2.0,0.0,1,1,2,1.0,1,1.0,2,0.06,37,-1
538,2.0,1,0,1,0,1,1.0,1,2,1,1,1,1,0,2,1,2.0,2,1,2,1,2.0,1,0,1.0,1,1,1,2.0,2,1,1,1,0,1,1.0,1,1,1,1,2,2,2,1,1.0,2,1,1,1,2,2,1,1,0,2,1,2,1,1,1,0,1.0,1,1,1,0,1.0,1.0,1,1,1,0.0,1,2.0,0,0.06,38,-1
539,1.0,1,2,1,0,1,1.0,1,2,0,2,1,1,0,1,2,2.0,1,2,2,0,1.0,1,1,1.0,1,1,1,1.0,2,1,0,1,2,1,1.0,1,1,1,2,1,0,1,2,1.0,1,1,1,0,1,2,1,1,1,2,1,1,2,2,0,2,2.0,1,2,0,1,1.0,1.0,1,2,0,2.0,2,2.0,1,0.06,39,-1
540,2.0,1,1,1,2,1,1.0,0,1,1,1,2,0,2,1,1,1.0,1,2,0,1,1.0,2,1,1.0,1,1,1,1.0,1,1,0,1,1,1,2.0,1,0,1,1,1,1,1,1,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2.0,1,1,1,0,1.0,2.0,1,1,0,0.0,1,1.0,1,0.06,40,-1
541,2.0,1,1,0,1,1,1.0,1,1,1,1,1,0,1,1,1,2.0,1,2,1,1,1.0,1,0,1.0,1,0,1,2.0,1,1,1,1,1,1,0.0,1,1,1,1,1,1,1,1,1.0,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,1.0,1,1,0,0,1.0,1.0,1,1,1,1.0,1,2.0,1,0.06,41,-1
542,1.0,1,0,2,1,1,1.0,1,2,1,1,1,1,1,0,1,2.0,2,2,2,0,0.0,1,0,1.0,1,1,1,2.0,2,1,1,1,1,2,1.0,1,2,2,1,2,1,2,1,1.0,1,1,2,1,1,2,0,1,1,2,2,2,2,1,1,0,1.0,2,1,1,1,1.0,1.0,1,1,2,0.0,1,2.0,0,0.06,42,-1
543,1.0,1,1,1,2,2,2.0,1,1,1,2,2,1,2,1,2,0.0,0,1,1,1,0.0,1,1,2.0,2,1,2,2.0,2,1,1,1,1,2,1.0,1,2,1,2,1,1,1,2,1.0,1,1,1,2,0,1,0,1,1,1,2,1,2,0,0,2,2.0,1,2,0,1,0.0,1.0,0,2,1,2.0,2,2.0,1,0.06,43,-1
544,2.0,1,2,0,1,1,2.0,1,2,1,1,2,2,2,1,2,2.0,2,2,1,0,1.0,0,0,1.0,1,1,1,1.0,1,2,2,1,1,2,0.0,2,1,2,2,1,1,1,2,2.0,0,1,1,2,1,2,1,2,1,2,0,2,2,1,0,2,2.0,2,1,1,1,2.0,0.0,1,1,2,1.0,2,2.0,1,0.06,44,-1
545,2.0,1,1,0,2,1,1.0,1,1,1,1,1,1,1,0,0,2.0,2,2,1,1,1.0,1,1,1.0,1,1,1,1.0,1,0,2,0,1,1,0.0,1,1,2,1,2,1,1,2,1.0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,0.0,1,1,1,0,1.0,1.0,0,1,1,1.0,1,2.0,1,0.06,45,-1
546,2.0,1,0,1,2,1,2.0,2,1,2,1,2,1,2,2,2,1.0,2,0,0,2,2.0,2,1,2.0,2,2,0,1.0,1,1,2,1,1,1,2.0,2,1,2,2,0,2,1,1,1.0,2,1,1,2,2,1,1,2,1,1,2,1,1,0,1,0,0.0,2,2,2,2,1.0,2.0,1,0,2,1.0,0,1.0,2,0.06,46,-1
547,3.0,2,2,2,2,3,0.0,0,0,1,2,2,2,2,2,1,2.0,2,1,2,1,2.0,2,0,1.0,2,2,1,2.0,2,2,1,2,2,1,1.0,1,2,2,2,1,2,1,2,2.0,2,1,1,2,2,2,0,2,1,1,2,2,2,1,0,2,2.0,2,1,2,2,3.0,3.0,2,2,2,0.0,0,1.0,2,0.06,47,-1
548,0.0,1,2,2,2,1,0.0,2,2,2,1,2,1,3,2,2,2.0,1,2,2,1,2.0,1,2,2.0,2,2,2,2.0,0,2,1,2,2,0,3.0,1,2,2,2,1,2,2,2,3.0,3,2,2,0,2,2,0,2,1,1,2,2,2,2,2,2,2.0,2,2,0,2,1.0,3.0,0,2,0,2.0,2,1.0,2,0.06,48,-1
549,2.0,1,1,1,2,0,1.0,1,1,1,1,2,0,2,1,1,2.0,1,0,1,1,1.0,1,1,1.0,1,1,1,1.0,1,1,1,1,1,1,1.0,0,1,1,1,0,1,0,2,1.0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2.0,1,1,1,1,2.0,1.0,1,0,2,1.0,1,2.0,2,0.06,49,-1
550,1.0,1,0,1,0,0,1.0,2,2,2,1,0,2,1,2,2,2.0,2,1,2,2,2.0,0,2,2.0,1,2,2,2.0,2,1,1,1,0,2,1.0,2,1,1,1,2,2,2,1,1.0,2,1,1,0,2,1,1,2,1,2,2,2,1,1,1,1,2.0,1,1,2,2,1.0,1.0,1,2,0,0.0,1,,1,0.06,50,-1
551,3.0,2,2,2,2,3,2.0,2,2,2,2,2,1,2,2,2,0.0,2,1,1,1,0.0,2,2,1.0,2,2,1,0.0,2,1,1,2,1,1,1.0,2,0,2,2,2,2,2,2,1.0,1,1,2,2,2,1,2,0,1,2,2,2,0,2,2,0,1.0,2,2,2,2,2.0,3.0,1,0,2,2.0,2,0.0,2,0.06,51,-1
552,2.0,2,2,2,2,1,2.0,2,2,2,2,0,2,0,2,2,3.0,3,1,2,2,1.0,1,0,1.0,1,1,1,0.0,2,1,2,0,0,2,0.0,2,1,2,2,2,2,1,3,2.0,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2.0,2,1,1,2,1.0,2.0,2,0,2,2.0,2,3.0,2,0.06,52,-1
553,1.0,2,1,1,1,1,1.0,1,1,0,2,1,0,1,1,1,2.0,1,2,1,1,2.0,0,1,2.0,0,1,1,2.0,0,1,1,1,1,1,1.0,1,0,1,1,1,1,1,2,1.0,1,1,1,0,1,2,1,1,2,1,1,2,1,0,2,1,0.0,1,0,1,1,2.0,2.0,1,1,1,2.0,1,2.0,2,0.06,53,-1
554,1.0,1,0,1,2,1,0.0,0,2,0,1,2,1,1,1,0,2.0,0,2,2,1,2.0,2,0,1.0,2,1,1,1.0,2,1,2,1,1,2,1.0,1,1,2,1,2,1,1,1,1.0,1,1,1,2,1,1,1,2,1,2,1,0,2,1,2,2,2.0,2,2,0,1,1.0,2.0,1,0,1,2.0,2,3.0,2,0.06,54,-1
555,1.0,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1,1,1.0,1,1,1,2,1.0,1,1,2.0,1,0,1,2.0,0,2,1,1,0,1,0.0,1,0,1,0,1,1,1,2,1.0,1,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0.0,2,1,1,1,2.0,1.0,2,2,2,1.0,0,2.0,2,0.06,55,-1
556,2.0,1,2,1,2,2,1.0,1,1,1,2,2,0,1,0,0,2.0,1,2,1,1,1.0,0,1,0.0,2,1,1,1.0,2,2,1,1,1,0,2.0,1,1,1,2,2,1,1,2,1.0,1,1,2,1,1,1,1,1,1,1,0,1,0,1,2,1,1.0,1,1,0,1,0.0,2.0,1,1,1,2.0,1,1.0,2,0.06,56,-1
557,1.0,0,1,1,2,0,3.0,2,1,2,1,0,2,3,2,2,2.0,2,2,2,2,2.0,0,2,3.0,2,2,2,2.0,1,1,2,1,1,2,2.0,2,0,3,1,0,2,2,1,2.0,1,2,2,0,2,1,2,1,2,1,1,0,2,0,1,2,2.0,2,2,1,2,1.0,2.0,1,2,1,1.0,0,2.0,2,0.06,57,-1
558,1.0,2,1,1,1,1,1.0,1,2,2,2,1,1,1,0,1,2.0,2,1,2,1,0.0,1,0,1.0,0,2,1,2.0,2,1,1,0,0,2,0.0,2,0,1,1,2,1,1,2,1.0,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2.0,2,1,1,2,1.0,1.0,1,2,2,2.0,2,,2,0.06,58,-1
559,0.0,1,2,1,1,1,2.0,1,2,1,1,2,1,2,1,1,2.0,1,1,2,1,1.0,2,0,1.0,2,1,1,2.0,2,1,1,1,1,2,1.0,1,1,1,2,2,1,1,2,0.0,0,2,1,0,0,2,1,1,0,2,1,2,0,2,1,1,1.0,1,1,0,1,1.0,0.0,2,2,2,2.0,2,3.0,1,0.06,59,-1
560,1.0,1,1,1,2,1,2.0,2,1,1,0,2,1,2,2,0,1.0,0,1,1,1,1.0,1,2,1.0,2,2,2,1.0,1,2,2,1,0,0,2.0,1,1,2,1,0,2,2,1,0.0,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2.0,2,2,2,0,2.0,2.0,1,2,0,1.0,0,1.0,2,0.06,60,-1
561,2.0,2,2,1,1,2,2.0,1,1,1,2,2,1,2,1,1,0.0,1,0,1,1,1.0,1,1,1.0,1,1,2,1.0,1,1,1,2,1,0,1.0,1,1,1,2,2,1,0,1,2.0,0,1,0,1,1,1,0,1,1,1,1,2,2,2,1,2,2.0,1,1,1,0,2.0,2.0,2,0,1,1.0,1,1.0,2,0.06,61,-1
562,1.0,2,1,1,2,2,2.0,1,1,0,2,0,1,2,1,1,2.0,0,0,2,1,1.0,2,1,0.0,1,1,1,1.0,2,0,2,2,1,2,2.0,1,0,2,2,1,1,1,2,2.0,0,1,1,1,1,2,1,1,0,1,1,2,2,0,1,2,2.0,1,1,2,1,2.0,2.0,2,2,1,2.0,2,2.0,2,0.06,62,-1
563,0.0,1,2,1,2,1,1.0,1,2,2,1,0,1,1,0,1,1.0,0,2,0,2,1.0,1,1,2.0,1,1,2,2.0,1,2,2,0,1,1,2.0,2,2,2,1,2,1,2,1,0.0,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,0.0,2,1,1,2,1.0,2.0,1,2,0,1.0,2,1.0,2,0.06,63,-1
564,1.0,1,1,1,2,1,1.0,2,0,2,0,2,1,2,2,1,0.0,1,1,1,1,1.0,1,2,1.0,1,2,1,1.0,1,2,0,1,1,0,2.0,1,2,0,1,1,2,2,1,2.0,2,1,1,0,2,1,0,1,1,0,1,1,2,1,1,2,2.0,2,1,2,1,2.0,2.0,0,2,1,2.0,1,1.0,2,0.06,64,-1
565,1.0,0,1,1,2,1,0.0,1,1,0,0,1,1,1,1,1,1.0,1,1,1,1,1.0,1,1,2.0,1,0,2,2.0,1,1,1,1,2,1,1.0,1,1,1,1,0,1,1,1,1.0,2,0,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2.0,1,0,1,1,1.0,1.0,1,1,1,0.0,1,2.0,1,0.06,65,-1
566,1.0,1,1,2,1,2,2.0,2,2,2,1,2,2,0,1,2,0.0,2,2,2,0,0.0,2,1,2.0,1,2,0,2.0,3,1,1,1,1,2,1.0,2,2,2,0,2,1,2,2,1.0,2,1,2,1,2,1,0,2,1,2,2,2,2,2,1,0,1.0,2,1,1,2,1.0,1.0,1,2,2,2.0,1,3.0,0,0.06,66,-1
567,2.0,1,2,1,1,2,2.0,0,2,0,2,2,2,2,1,1,2.0,1,2,2,1,1.0,0,1,2.0,1,1,1,1.0,2,1,1,2,1,2,0.0,1,1,2,2,2,1,1,2,1.0,0,1,2,2,1,1,1,1,0,2,1,2,2,2,1,2,2.0,2,2,1,1,1.0,0.0,1,0,1,2.0,1,,0,0.06,67,-1
568,1.0,1,1,1,1,1,1.0,1,1,1,1,2,0,1,1,1,1.0,1,2,0,1,1.0,2,0,0.0,2,1,1,0.0,1,1,1,1,1,1,1.0,0,1,1,0,2,2,1,1,0.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0,1,1,1.0,1.0,1,1,2,1.0,1,1.0,0,0.06,68,-1
569,2.0,1,2,1,2,2,1.0,1,1,0,1,2,0,1,1,1,2.0,1,1,1,0,1.0,0,1,2.0,1,1,1,2.0,1,1,1,1,1,1,2.0,1,1,0,2,2,1,1,2,1.0,2,1,1,2,0,2,1,1,1,0,0,0,1,1,1,1,2.0,1,1,1,1,1.0,1.0,1,1,1,2.0,1,0.0,2,0.06,69,-1
570,0.0,0,1,2,2,2,2.0,2,2,2,1,2,2,2,2,2,0.0,1,2,2,1,2.0,1,0,0.0,2,2,1,1.0,2,2,1,1,1,2,1.0,2,2,2,1,1,2,2,1,1.0,2,2,2,1,2,1,1,0,1,2,2,1,2,2,0,0,1.0,1,2,1,2,1.0,2.0,1,2,1,1.0,0,,1,0.06,70,-1
571,2.0,2,2,2,2,2,2.0,1,1,2,1,0,2,2,1,1,2.0,2,0,2,1,1.0,1,2,1.0,1,2,1,1.0,1,0,2,1,0,2,2.0,1,1,0,2,0,1,1,2,2.0,0,2,2,1,2,2,0,2,1,1,0,1,1,1,1,1,2.0,2,1,2,2,2.0,2.0,1,2,2,,2,2.0,2,0.06,71,-1
572,2.0,1,2,1,1,2,1.0,0,1,1,2,1,0,1,1,1,1.0,1,1,0,1,0.0,1,1,2.0,1,0,1,2.0,0,1,1,2,1,1,1.0,1,1,1,1,1,1,1,1,1.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1,1,1,1,1.0,1.0,1,0,1,1.0,1,1.0,0,0.06,72,-1
573,1.0,1,1,1,2,1,2.0,2,0,1,0,2,1,2,2,1,0.0,1,0,1,1,1.0,0,2,1.0,2,1,1,1.0,2,2,2,1,1,1,2.0,1,1,0,1,1,2,1,1,2.0,2,0,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2.0,2,1,2,0,2.0,0.0,1,1,1,0.0,1,1.0,1,0.06,73,-1
574,2.0,1,1,1,0,2,1.0,1,1,0,2,0,1,1,2,2,2.0,2,2,1,1,1.0,2,1,1.0,1,1,1,0.0,2,0,0,2,1,1,1.0,1,0,1,2,2,2,1,2,1.0,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2.0,0,2,1,1,1.0,1.0,2,2,1,2.0,2,0.0,1,0.06,74,-1
575,2.0,1,2,1,2,1,2.0,1,0,1,2,1,1,1,1,1,1.0,2,1,0,1,2.0,2,1,2.0,2,0,2,2.0,1,2,1,1,2,0,1.0,1,2,1,2,2,1,1,1,1.0,2,1,1,1,1,2,2,1,1,1,0,2,1,1,1,1,0.0,1,1,0,1,1.0,1.0,1,2,0,0.0,1,1.0,1,0.06,75,-1
576,0.0,0,1,1,2,1,2.0,0,1,1,1,1,1,1,1,0,2.0,1,1,1,1,2.0,1,1,2.0,2,0,2,2.0,1,1,1,2,0,1,1.0,1,1,1,1,0,1,0,1,1.0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2.0,1,1,1,1,1.0,1.0,1,1,1,1.0,0,2.0,1,0.06,76,-1
577,1.0,1,1,1,1,1,1.0,2,1,2,1,2,1,2,2,2,1.0,1,1,0,1,1.0,2,1,0.0,1,1,2,1.0,1,1,0,0,1,1,2.0,1,0,2,0,1,2,2,1,0.0,1,2,1,1,2,1,1,2,1,0,1,1,0,2,0,1,1.0,1,1,2,1,1.0,1.0,2,2,2,1.0,2,1.0,1,0.06,77,-1
578,2.0,1,1,0,2,1,1.0,1,1,1,1,2,0,2,1,1,2.0,1,1,1,0,1.0,1,0,1.0,1,1,1,2.0,0,1,2,1,1,1,1.0,1,1,1,1,0,2,1,0,2.0,2,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,2.0,1,1,1,1,1.0,1.0,1,0,2,1.0,1,2.0,2,0.06,78,-1
579,1.0,0,1,1,1,2,2.0,2,1,1,1,1,2,0,2,2,2.0,2,2,1,0,2.0,1,0,1.0,2,1,1,2.0,2,1,1,1,2,1,1.0,2,2,2,1,1,2,2,1,1.0,2,1,2,1,1,0,2,1,1,2,2,1,1,2,1,1,0.0,2,0,1,2,1.0,0.0,2,1,1,1.0,1,0.0,0,0.06,79,-1
